price,bedrooms,sqft_living,floors,waterfront,view,condition,grade,basement,yr_built,renovated,lat,long,sqft_living15,month,city_Bellevue,city_Black Diamond,city_Bothell,city_Carnation,city_Duvall,city_Enumclaw,city_Fall City,city_Federal Way,city_Issaquah,city_Kenmore,city_Kent,city_Kirkland,city_Maple Valley,city_Medina,city_Mercer Island,city_North Bend,city_Redmond,city_Renton,city_Sammamish,city_Seattle,city_Snoqualmie,city_Vashon,city_Woodinville,bath_1,bath_2,bath_3,bath_4,bath_5
580500.0,3,2320,2.0,0.0,0.0,3,8,0,2003,0,47.5391,-122.07,2580,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280000.0,2,1190,3.0,0.0,0.0,3,7,0,2005,0,47.7274,-122.357,1390,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
687500.0,4,2330,1.5,0.0,0.0,4,7,1,1929,0,47.6823,-122.368,1460,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
535000.0,3,1090,1.5,0.0,0.0,4,8,0,1929,0,47.6889,-122.375,1570,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
322500.0,4,2060,1.0,0.0,0.0,3,7,1,1981,0,47.4276,-122.157,2020,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
696000.0,3,2300,1.5,0.0,0.0,3,8,1,1930,1,47.6827,-122.31,1590,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
550000.0,4,1660,1.0,0.0,0.0,1,5,1,1933,0,47.6621,-122.132,2160,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
640000.0,4,2360,2.0,0.0,0.0,4,8,0,1904,0,47.6702,-122.362,1730,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
240000.0,4,1220,1.0,0.0,0.0,2,7,1,1969,0,47.3341,-122.282,1290,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605000.0,4,2620,2.0,0.0,0.0,3,8,0,1996,0,47.5301,-122.18,2620,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
625000.0,4,2570,2.0,0.0,0.0,3,9,0,2000,0,47.6145,-122.027,2470,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
775000.0,4,4220,1.0,0.0,0.0,3,8,1,1984,0,47.445,-122.347,2410,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
861990.0,5,3595,2.0,0.0,0.0,3,9,0,2014,0,47.6848,-122.016,3625,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
685000.0,3,1570,2.0,0.0,0.0,3,7,0,1922,0,47.6413,-122.364,1580,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309000.0,3,1280,1.0,0.0,0.0,4,6,1,1959,0,47.4485,-122.175,1340,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
488000.0,3,3160,2.0,0.0,0.0,3,8,0,2003,0,47.7443,-121.977,3050,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210490.0,3,990,1.0,0.0,0.0,3,6,0,1966,0,47.3066,-122.371,1228,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785000.0,4,2290,2.0,0.0,0.0,4,9,0,1981,0,47.6194,-122.151,2680,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450000.0,3,1250,1.0,0.0,0.0,4,7,0,1953,0,47.6796,-122.301,970,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1350000.0,3,2753,1.0,1.0,2.0,5,9,1,1953,0,47.4041,-122.451,2680,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
228000.0,3,1190,1.0,0.0,0.0,3,7,0,1955,0,47.4258,-122.322,1190,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345000.0,5,3150,1.0,0.0,0.0,4,8,1,1966,0,47.4934,-122.189,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
600000.0,3,1410,1.0,0.0,0.0,4,7,1,1950,0,47.6808,-122.384,1410,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
585000.0,2,1980,1.0,0.0,0.0,3,7,1,1981,0,47.6989,-122.369,1480,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
920000.0,5,2730,1.5,0.0,0.0,3,8,1,1927,0,47.6571,-122.281,2730,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
885000.0,4,2830,2.0,0.0,0.0,3,9,0,1995,0,47.6597,-122.29,1950,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
292500.0,4,2250,2.0,0.0,0.0,3,7,0,2008,0,47.3663,-122.114,2250,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301000.0,3,2420,2.0,0.0,0.0,3,8,0,2003,0,47.3663,-122.122,2690,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
951000.0,5,3250,2.0,0.0,4.0,4,8,0,1968,0,47.588,-122.116,2960,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430000.0,4,1850,2.0,0.0,0.0,3,8,0,1991,0,47.5059,-122.149,2270,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
650000.0,3,2150,1.0,0.0,3.0,4,8,1,1959,0,47.4336,-122.339,2570,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
289000.0,3,1260,1.0,0.0,0.0,3,7,0,1954,0,47.4366,-122.335,1290,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
505000.0,3,2519,2.0,0.0,0.0,5,8,0,1973,0,47.4428,-122.344,2500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
549000.0,3,1540,3.0,0.0,0.0,3,8,0,2014,0,47.6765,-122.32,1580,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
425000.0,3,1660,1.0,0.0,0.0,3,7,1,1979,0,47.6113,-122.297,1440,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
317625.0,3,2770,1.5,0.0,0.0,5,7,1,1925,0,47.5747,-122.304,1440,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
975000.0,4,2720,2.0,0.0,0.0,3,10,0,1989,0,47.5815,-122.192,2750,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287000.0,4,2240,2.0,0.0,0.0,3,7,0,2005,0,47.3378,-122.257,2221,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204000.0,3,1000,1.0,0.0,0.0,4,7,0,1968,0,47.3621,-122.11,1010,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330000.0,5,3200,1.0,0.0,0.0,3,8,1,1965,0,47.6303,-122.215,3390,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1040000.0,5,4770,1.0,0.0,0.0,4,11,1,1973,0,47.6525,-122.16,3530,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
325000.0,3,1260,1.0,0.0,0.0,4,7,0,1972,0,47.7362,-122.179,1640,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
571000.0,4,2750,1.5,0.0,0.0,5,7,1,1916,0,47.7168,-122.287,1510,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
360000.0,4,2380,2.0,0.0,0.0,3,8,0,2005,0,47.3608,-122.036,2420,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349000.0,3,1790,1.0,0.0,0.0,5,7,1,1965,0,47.3511,-122.073,1940,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
832500.0,4,3430,2.0,0.0,0.0,4,10,1,1986,0,47.5822,-121.987,3240,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
380000.0,4,1760,1.0,0.0,0.0,3,7,1,1956,0,47.6034,-122.125,1680,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480000.0,3,1040,1.0,0.0,0.0,3,7,0,1941,0,47.5636,-122.394,890,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410000.0,3,1410,1.0,0.0,0.0,4,7,1,1956,0,47.7073,-122.34,1130,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
720000.0,4,3450,2.0,0.0,0.0,3,10,0,2002,0,47.342,-122.025,3350,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
390000.0,3,2350,2.0,0.0,0.0,3,8,0,2003,0,47.3512,-122.008,2350,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
360000.0,4,1900,2.0,0.0,0.0,3,7,0,1992,0,47.349,-122.031,1870,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
355000.0,2,2020,1.0,0.0,0.0,3,7,1,1948,0,47.5474,-122.291,1720,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
356000.0,3,1680,1.0,0.0,0.0,3,8,0,1964,0,47.4811,-122.149,1850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
315000.0,3,960,1.0,0.0,0.0,3,6,0,1952,0,47.7264,-122.31,1570,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
940000.0,3,2140,2.0,0.0,0.0,3,9,1,1925,0,47.6337,-122.365,2020,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
305000.0,5,2660,1.5,0.0,0.0,5,7,0,1961,0,47.2909,-122.189,1590,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
461000.0,3,2770,2.0,0.0,0.0,3,9,1,2006,0,47.5228,-122.199,1900,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
215000.0,2,1610,2.0,0.0,0.0,4,7,0,1979,0,47.518,-122.194,1950,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
335000.0,2,1030,2.0,0.0,0.0,3,7,1,2006,0,47.5394,-122.387,1030,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
243500.0,4,1980,2.0,0.0,0.0,3,7,0,1988,0,47.2897,-122.372,1980,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1100000.0,5,3520,2.0,0.0,0.0,4,10,0,2001,0,47.6506,-122.391,2520,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
153000.0,3,1200,1.0,0.0,0.0,3,7,0,1962,0,47.322,-122.351,1350,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,3,1580,1.0,0.0,0.0,3,8,1,1939,0,47.687,-122.386,1570,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
700000.0,3,1580,1.0,0.0,0.0,3,8,1,1939,0,47.687,-122.386,1570,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
905000.0,4,3300,1.0,0.0,0.0,3,7,1,1946,1,47.5873,-122.249,1950,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
247500.0,3,1960,1.0,0.0,0.0,3,7,0,1967,0,47.3576,-122.277,1750,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
199000.0,4,1160,1.0,0.0,0.0,4,7,0,1975,0,47.3036,-122.378,1160,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
314000.0,3,1810,1.0,0.0,0.0,5,7,1,1980,0,47.4109,-121.958,1650,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
437500.0,3,2320,2.0,0.0,2.0,3,9,0,1992,0,47.4838,-121.714,2550,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
850830.0,3,2070,1.5,0.0,0.0,5,9,1,1910,0,47.6415,-122.315,2200,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
555000.0,3,1980,1.5,0.0,0.0,4,7,1,1929,0,47.6775,-122.372,1610,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
699950.0,3,2190,2.0,0.0,0.0,4,8,0,1983,0,47.7731,-122.08,2570,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1090000.0,3,2920,2.0,0.0,0.0,3,8,0,1950,1,47.5814,-122.196,2370,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
290000.0,3,1210,1.0,0.0,0.0,3,7,0,1954,0,47.4375,-122.184,1640,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
375000.0,3,2340,1.0,0.0,0.0,4,8,1,1978,0,47.4431,-122.133,2250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
460000.0,3,1670,1.5,0.0,0.0,4,7,1,1939,0,47.6878,-122.38,1240,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188500.0,2,1240,1.0,0.0,0.0,4,8,0,1985,0,47.3813,-122.322,1270,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
680000.0,4,3140,2.0,0.0,0.0,4,10,0,1991,0,47.7304,-122.082,2990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
470000.0,5,2030,2.0,0.0,0.0,4,7,0,1942,0,47.6417,-122.109,2500,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
597750.0,4,2310,2.0,0.0,0.0,3,8,0,1984,0,47.5386,-122.053,1940,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
570000.0,3,1260,1.0,0.0,0.0,5,6,1,1905,0,47.6823,-122.349,1380,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
272500.0,3,1540,1.0,0.0,0.0,4,7,0,1980,0,47.3624,-122.031,1540,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329950.0,3,2080,1.0,0.0,2.0,3,7,1,1971,0,47.5474,-122.295,2090,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
480000.0,4,3230,2.0,0.0,0.0,3,9,1,2001,0,47.3183,-122.253,2640,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
740500.0,3,4380,2.0,0.0,0.0,3,8,0,1900,0,47.6981,-122.368,1830,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
518500.0,3,1590,3.0,0.0,0.0,3,8,0,2010,0,47.6824,-122.347,1620,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
205425.0,2,880,1.0,0.0,0.0,4,6,0,1945,0,47.5009,-122.248,1190,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171800.0,4,1570,1.0,0.0,0.0,3,6,0,1950,0,47.4965,-122.303,1880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
535000.0,4,1610,1.5,0.0,0.0,4,7,0,1925,0,47.587,-122.294,1610,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
660000.0,3,2400,1.0,0.0,2.0,3,8,1,1964,0,47.7728,-122.386,2340,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
391500.0,3,1450,1.0,0.0,0.0,3,7,0,1987,0,47.7288,-122.226,1580,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395000.0,2,770,1.0,0.0,0.0,3,6,0,1953,0,47.6999,-122.364,1710,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
445000.0,4,2100,1.5,0.0,0.0,5,7,1,1924,0,47.5299,-122.266,1850,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
770000.0,3,2910,2.0,0.0,0.0,3,9,0,1990,0,47.6897,-122.098,2700,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1450000.0,4,2750,1.5,0.0,0.0,3,8,1,1914,1,47.6141,-122.212,3060,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
445000.0,3,2100,1.0,0.0,2.0,3,8,1,1967,0,47.5091,-122.244,2660,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
260000.0,4,2160,1.0,0.0,0.0,3,8,1,1978,0,47.3129,-122.39,2090,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
822500.0,5,2320,2.0,0.0,0.0,5,7,1,1926,0,47.6763,-122.352,1700,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
